Sensor,Grupo de Execução,Precision,Recall,F1-Measure,Tempo Processa Sensor
1,svm-Bias-L1,0.9172404102852325,0.8395061728395061,0.8766534613576847,0.33210229873657227
2,svm-Bias-L1,0.8996758232383553,0.6781121399176955,0.7733372442619344,0.3280646800994873
3,svm-Bias-L1,0.9158249158249159,0.8395061728395061,0.8760064412238324,0.34154319763183594
4,svm-Bias-L1,0.8949880668257757,0.6751543209876543,0.7696818648292039,0.3292405605316162
5,svm-Bias-L1,0.9195740507215917,0.8440072016460906,0.8801716623080534,0.32276010513305664
6,svm-Bias-L1,0.9011598587997983,0.689429012345679,0.7812021857923497,0.3331170082092285
7,svm-Bias-L1,0.9178413783283497,0.8289609053497943,0.8711399418879654,0.33219146728515625
8,svm-Bias-L1,0.897607984856307,0.6707818930041153,0.7677927430632222,0.331317663192749
9,svm-Bias-L1,0.898368456832087,0.6797839506172839,0.7739385065885798,0.3310229778289795
10,svm-Bias-L1,0.9214164785553047,0.839891975308642,0.878767491926803,0.32077693939208984
11,svm-Bias-L1,0.9163380281690141,0.8366769547325102,0.8746974993277763,0.32282567024230957
12,svm-Bias-L1,0.9187817258883249,0.8379629629629629,0.8765133171912832,0.3366246223449707
13,svm-Bias-L1,0.9168428470754052,0.836548353909465,0.8748571044314438,0.320873498916626
14,svm-Bias-L1,0.9170176916596462,0.839891975308642,0.8767619814740234,0.3322157859802246
15,svm-Bias-L1,0.9008306492625868,0.6833847736625515,0.7771846435100549,0.33034610748291016
16,svm-Bias-L1,0.9194998595110986,0.8416923868312757,0.8788774002954208,0.32140612602233887
17,svm-Bias-L1,0.9159180235822572,0.8391203703703703,0.8758389261744967,0.3202543258666992
18,svm-Bias-L1,0.9162803764573676,0.8388631687242798,0.8758643840214838,0.3356921672821045
19,svm-Bias-L1,0.8992405063291139,0.6851851851851852,0.777753448653383,0.3237924575805664
20,svm-Bias-L1,1.0,0.8410493827160493,0.9136630343671416,0.32398438453674316
21,svm-Bias-L1,0.9164567590260285,0.8422067901234568,0.8777643747486933,0.4006924629211426
22,svm-Bias-L1,0.920274625192658,0.8446502057613169,0.8808422181988869,0.33633875846862793
23,svm-Bias-L1,0.9012555140821175,0.6831275720164609,0.7771762984637894,0.3385612964630127
24,svm-Bias-L1,0.9169243744728705,0.8388631687242798,0.8761584956346542,0.33911609649658203
25,svm-Bias-L1,0.9178005330340862,0.8414351851851852,0.8779604159677961,0.33939146995544434
26,svm-Bias-L1,0.9032643992479918,0.6796553497942387,0.775665957290673,0.38778138160705566
27,svm-Bias-L1,0.913067784765898,0.8401491769547325,0.8750920902819638,0.32851719856262207
28,svm-Bias-L1,0.898876404494382,0.6893004115226338,0.7802605720940389,0.3378446102142334
29,svm-Bias-L1,0.9172306824591089,0.836548353909465,0.8750336292709174,0.33281946182250977
30,svm-Bias-L1,0.9189679218967922,0.8473508230452675,0.8817074802622776,0.34023022651672363
